Date,Item Name,Price (₹),Quantity
2026-03-14,1000mm dia 2.5Mtr NP3 RCC Pipe,6900,6
2026-03-14,1200mm dia 2.5Mtr NP3 RCC Pipe,11900,7
2026-03-14,225mm dia 2Mtr NP2 RCC Pipe,550,50
2026-03-14,450mm dia 2.5Mtr NP3 RCC Pipe,2900,21
2026-03-14,450mm dia 2Mtr NP2 RCC Pipe,1500,75
2026-03-14,600mm dia 2.5Mtr NP4 RCC Pipe,4400,27
2026-03-14,450mm dia 2.5Mtr NP4 RCC Pipe,3400,24
2026-03-14,900mm dia 2.5Mtr NP3 RCC Pipe,5900,35
2026-03-14,225mm dia 2Mtr NP2 RCC Pipe,550,86
2026-03-14,150mm dia 2Mtr NP2 RCC Pipe,500,68
2026-03-14,1000mm dia 2.5Mtr NP4 RCC Pipe,7400,6
2026-03-14,1200mm dia 2.5Mtr NP4 RCC Pipe,12400,8
2026-03-14,600mm dia 2Mtr NP2 RCC Pipe,1900,51
2026-03-14,450mm dia 2.5Mtr NP2 RCC Pipe,1900,69
2026-03-14,225mm dia 2Mtr NP2 RCC Pipe,550,86
2026-03-14,150mm dia 2Mtr NP2 RCC Pipe,500,67
2026-03-14,450mm dia 2.5Mtr NP3 RCC Pipe,2900,30
2026-03-14,600mm dia 2.5Mtr NP2 RCC Pipe,2900,26
2026-03-14,300mm dia 2Mtr NP2 RCC Pipe,680,63
2026-03-14,225mm dia 2Mtr NP2 RCC Pipe,550,54
2026-03-14,1200mm dia 2.5Mtr NP4 RCC Pipe,12400,6
2026-03-14,900mm dia 2.5Mtr NP3 RCC Pipe,5900,25
2026-03-14,450mm dia 2.5Mtr NP3 RCC Pipe,2900,29
2026-03-14,1200mm dia 2.5Mtr NP4 RCC Pipe,12400,6
2026-03-14,900mm dia 2.5Mtr NP4 RCC Pipe,6400,7
2026-03-14,600mm dia 2.5Mtr NP4 RCC Pipe,4400,33
2026-03-14,450mm dia 2Mtr NP2 RCC Pipe,1500,70
2026-03-14,1200mm dia 2.5Mtr NP4 RCC Pipe,12400,7
2026-03-14,900mm dia 2.5Mtr NP3 RCC Pipe,5900,23
2026-03-14,1000mm dia 2.5Mtr NP4 RCC Pipe,7400,5
2026-03-14,600mm dia 2.5Mtr NP2 RCC Pipe,2900,23
2026-03-14,1000mm dia 2.5Mtr NP3 RCC Pipe,6900,6
2026-03-14,1200mm dia 2.5Mtr NP4 RCC Pipe,12400,6
2026-03-14,450mm dia 2Mtr NP2 RCC Pipe,1500,56
2026-03-14,600mm dia 2.5Mtr NP4 RCC Pipe,4400,32
2026-03-14,450mm dia 2.5Mtr NP4 RCC Pipe,3400,30
2026-03-14,450mm dia 2Mtr NP2 RCC Pipe,1500,64
2026-03-14,150mm dia 2Mtr NP2 RCC Pipe,500,77
2026-03-14,450mm dia 2.5Mtr NP2 RCC Pipe,1900,71
2026-03-14,150mm dia 2Mtr NP2 RCC Pipe,500,72
2026-03-14,450mm dia 2.5Mtr NP4 RCC Pipe,3400,23
2026-03-14,600mm dia 2Mtr NP2 RCC Pipe,1900,71
2026-03-14,1000mm dia 2.5Mtr NP4 RCC Pipe,7400,8
2026-03-14,225mm dia 2Mtr NP2 RCC Pipe,550,61
2026-03-14,1000mm dia 2.5Mtr NP3 RCC Pipe,6900,7
2026-03-14,450mm dia 2Mtr NP2 RCC Pipe,1500,67
2026-03-14,600mm dia 2Mtr NP2 RCC Pipe,1900,75
2026-03-14,900mm dia 2.5Mtr NP3 RCC Pipe,5900,26
2026-03-14,1200mm dia 2.5Mtr NP4 RCC Pipe,12400,5
2026-03-14,900mm dia 2.5Mtr NP3 RCC Pipe,5900,28
2026-03-14,600mm dia 2.5Mtr NP4 RCC Pipe,4400,27
2026-03-14,225mm dia 2Mtr NP2 RCC Pipe,550,58
2026-03-14,1200mm dia 2.5Mtr NP4 RCC Pipe,12400,8
2026-03-14,150mm dia 2Mtr NP2 RCC Pipe,500,83
2026-03-14,450mm dia 2.5Mtr NP4 RCC Pipe,3400,27
2026-03-14,1000mm dia 2.5Mtr NP4 RCC Pipe,7400,7
2026-03-14,1200mm dia 2.5Mtr NP4 RCC Pipe,12400,5
2026-03-14,450mm dia 2.5Mtr NP2 RCC Pipe,1900,54
2026-03-14,900mm dia 2.5Mtr NP3 RCC Pipe,5900,27
2026-03-14,600mm dia 2.5Mtr NP2 RCC Pipe,2900,20
2026-03-14,225mm dia 2Mtr NP2 RCC Pipe,550,85
2026-03-14,600mm dia 2.5Mtr NP2 RCC Pipe,2900,25
2026-03-14,450mm dia 2Mtr NP2 RCC Pipe,1500,54
2026-03-14,300mm dia 2Mtr NP2 RCC Pipe,680,62
2026-03-14,450mm dia 2Mtr NP2 RCC Pipe,1500,80
2026-03-14,600mm dia 2Mtr NP2 RCC Pipe,1900,82
2026-03-14,450mm dia 2Mtr NP2 RCC Pipe,1500,76
2026-03-14,1200mm dia 2.5Mtr NP4 RCC Pipe,12400,6
2026-03-14,225mm dia 2Mtr NP2 RCC Pipe,550,76
2026-03-14,225mm dia 2Mtr NP2 RCC Pipe,550,78
2026-03-14,450mm dia 2.5Mtr NP3 RCC Pipe,2900,23
2026-03-14,450mm dia 2.5Mtr NP3 RCC Pipe,2900,28
2026-03-14,150mm dia 2Mtr NP2 RCC Pipe,500,55
2026-03-14,1000mm dia 2.5Mtr NP3 RCC Pipe,6900,5
2026-03-14,450mm dia 2.5Mtr NP3 RCC Pipe,2900,32
2026-03-14,600mm dia 2.5Mtr NP4 RCC Pipe,4400,25
2026-03-14,450mm dia 2.5Mtr NP2 RCC Pipe,1900,62
2026-03-14,450mm dia 2.5Mtr NP4 RCC Pipe,3400,27
2026-03-14,450mm dia 2Mtr NP2 RCC Pipe,1500,77
2026-03-14,600mm dia 2.5Mtr NP2 RCC Pipe,2900,32
2026-03-14,450mm dia 2Mtr NP2 RCC Pipe,1500,51
2026-03-14,1000mm dia 2.5Mtr NP3 RCC Pipe,6900,7
2026-03-14,150mm dia 2Mtr NP2 RCC Pipe,500,59
2026-03-14,900mm dia 2.5Mtr NP3 RCC Pipe,5900,27
2026-03-14,300mm dia 2Mtr NP2 RCC Pipe,680,52
2026-03-14,1000mm dia 2.5Mtr NP3 RCC Pipe,6900,9
2026-03-14,450mm dia 2.5Mtr NP3 RCC Pipe,2900,30
2026-03-14,900mm dia 2.5Mtr NP3 RCC Pipe,5900,32
2026-03-14,900mm dia 2.5Mtr NP4 RCC Pipe,6400,8
2026-03-14,900mm dia 2.5Mtr NP3 RCC Pipe,5900,28
2026-03-14,225mm dia 2Mtr NP2 RCC Pipe,550,61
2026-03-14,450mm dia 2Mtr NP2 RCC Pipe,1500,52
2026-03-14,1000mm dia 2.5Mtr NP4 RCC Pipe,7400,6
2026-03-14,900mm dia 2.5Mtr NP3 RCC Pipe,5900,23
2026-03-14,1000mm dia 2.5Mtr NP3 RCC Pipe,6900,5
2026-03-14,450mm dia 2.5Mtr NP2 RCC Pipe,1900,80
2026-03-14,600mm dia 2.5Mtr NP4 RCC Pipe,4400,24
2026-03-14,150mm dia 2Mtr NP2 RCC Pipe,500,67
2026-03-14,1000mm dia 2.5Mtr NP4 RCC Pipe,7400,8
2026-03-14,900mm dia 2.5Mtr NP4 RCC Pipe,6400,6
2026-03-14,600mm dia 2.5Mtr NP2 RCC Pipe,2900,31
2026-03-14,300mm dia 2Mtr NP2 RCC Pipe,680,59
2026-03-14,300mm dia 2Mtr NP2 RCC Pipe,680,84
2026-03-14,1000mm dia 2.5Mtr NP3 RCC Pipe,6900,7
2026-03-14,225mm dia 2Mtr NP2 RCC Pipe,550,70
2026-03-14,450mm dia 2.5Mtr NP2 RCC Pipe,1900,80
2026-03-14,450mm dia 2.5Mtr NP4 RCC Pipe,3400,27
2026-03-14,1000mm dia 2.5Mtr NP3 RCC Pipe,6900,8
2026-03-14,1000mm dia 2.5Mtr NP4 RCC Pipe,7400,8
2026-03-14,225mm dia 2Mtr NP2 RCC Pipe,550,74
2026-03-14,450mm dia 2Mtr NP2 RCC Pipe,1500,61
2026-03-14,600mm dia 2.5Mtr NP4 RCC Pipe,4400,32
2026-03-14,450mm dia 2.5Mtr NP3 RCC Pipe,2900,27
2026-03-14,600mm dia 2Mtr NP2 RCC Pipe,1900,84
2026-03-14,450mm dia 2.5Mtr NP3 RCC Pipe,2900,27
2026-03-14,600mm dia 2Mtr NP2 RCC Pipe,1900,83
2026-03-14,450mm dia 2Mtr NP2 RCC Pipe,1500,58
2026-03-14,1000mm dia 2.5Mtr NP3 RCC Pipe,6900,5
2026-03-14,1000mm dia 2.5Mtr NP4 RCC Pipe,7400,6
2026-03-14,600mm dia 2Mtr NP2 RCC Pipe,1900,63
2026-03-14,450mm dia 2.5Mtr NP3 RCC Pipe,2900,24
2026-03-14,1200mm dia 2.5Mtr NP3 RCC Pipe,11900,8
2026-03-14,600mm dia 2.5Mtr NP4 RCC Pipe,4400,33
2026-03-14,900mm dia 2.5Mtr NP3 RCC Pipe,5900,25
2026-03-14,450mm dia 2.5Mtr NP2 RCC Pipe,1900,52
2026-03-14,900mm dia 2.5Mtr NP4 RCC Pipe,6400,6
2026-03-14,450mm dia 2.5Mtr NP2 RCC Pipe,1900,82
2026-03-14,1000mm dia 2.5Mtr NP3 RCC Pipe,6900,6
2026-03-14,900mm dia 2.5Mtr NP3 RCC Pipe,5900,25
2026-03-14,450mm dia 2.5Mtr NP2 RCC Pipe,1900,79
2026-03-14,1200mm dia 2.5Mtr NP4 RCC Pipe,12400,6
2026-03-14,1000mm dia 2.5Mtr NP4 RCC Pipe,7400,8
2026-03-14,1000mm dia 2.5Mtr NP4 RCC Pipe,7400,6
2026-03-14,150mm dia 2Mtr NP2 RCC Pipe,500,58
2026-03-14,450mm dia 2Mtr NP2 RCC Pipe,1500,79
2026-03-14,1000mm dia 2.5Mtr NP3 RCC Pipe,6900,5
2026-03-14,600mm dia 2.5Mtr NP4 RCC Pipe,4400,26
2026-03-14,225mm dia 2Mtr NP2 RCC Pipe,550,67
2026-03-14,450mm dia 2Mtr NP2 RCC Pipe,1500,65
2026-03-14,1200mm dia 2.5Mtr NP4 RCC Pipe,12400,8
2026-03-14,1000mm dia 2.5Mtr NP3 RCC Pipe,6900,5
2026-03-14,450mm dia 2.5Mtr NP3 RCC Pipe,2900,33
2026-03-14,150mm dia 2Mtr NP2 RCC Pipe,500,48
2026-03-14,600mm dia 2.5Mtr NP4 RCC Pipe,4400,29
2026-03-14,450mm dia 2.5Mtr NP2 RCC Pipe,1900,78
2026-03-14,1000mm dia 2.5Mtr NP3 RCC Pipe,6900,6
2026-03-14,1200mm dia 2.5Mtr NP4 RCC Pipe,12400,8
2026-03-14,450mm dia 2.5Mtr NP3 RCC Pipe,2900,26
2026-03-14,1200mm dia 2.5Mtr NP3 RCC Pipe,11900,8
2026-03-14,1000mm dia 2.5Mtr NP3 RCC Pipe,6900,5
2026-03-14,600mm dia 2.5Mtr NP2 RCC Pipe,2900,27
2026-03-14,900mm dia 2.5Mtr NP3 RCC Pipe,5900,19
2026-03-14,1200mm dia 2.5Mtr NP3 RCC Pipe,11900,6
2026-03-14,300mm dia 2Mtr NP2 RCC Pipe,680,71
2026-03-14,1000mm dia 2.5Mtr NP4 RCC Pipe,7400,9
2026-03-14,600mm dia 2.5Mtr NP4 RCC Pipe,4400,33
2026-03-14,225mm dia 2Mtr NP2 RCC Pipe,550,49
2026-03-14,150mm dia 2Mtr NP2 RCC Pipe,500,88
2026-03-14,600mm dia 2Mtr NP2 RCC Pipe,1900,80
2026-03-14,450mm dia 2.5Mtr NP4 RCC Pipe,3400,33
2026-03-14,600mm dia 2Mtr NP2 RCC Pipe,1900,83
2026-03-14,1000mm dia 2.5Mtr NP3 RCC Pipe,6900,8
2026-03-14,600mm dia 2.5Mtr NP4 RCC Pipe,4400,20
2026-03-14,450mm dia 2.5Mtr NP2 RCC Pipe,1900,71
2026-03-14,450mm dia 2Mtr NP2 RCC Pipe,1500,86
2026-03-14,300mm dia 2Mtr NP2 RCC Pipe,680,48
2026-03-14,150mm dia 2Mtr NP2 RCC Pipe,500,83
2026-03-14,1200mm dia 2.5Mtr NP3 RCC Pipe,11900,6
2026-03-14,150mm dia 2Mtr NP2 RCC Pipe,500,63
2026-03-14,225mm dia 2Mtr NP2 RCC Pipe,550,56
2026-03-14,600mm dia 2.5Mtr NP2 RCC Pipe,2900,21
2026-03-14,300mm dia 2Mtr NP2 RCC Pipe,680,69
2026-03-14,900mm dia 2.5Mtr NP3 RCC Pipe,5900,20
2026-03-14,225mm dia 2Mtr NP2 RCC Pipe,550,57
2026-03-14,900mm dia 2.5Mtr NP3 RCC Pipe,5900,31
2026-03-14,600mm dia 2Mtr NP2 RCC Pipe,1900,86
2026-03-14,900mm dia 2.5Mtr NP3 RCC Pipe,5900,21
2026-03-14,450mm dia 2.5Mtr NP4 RCC Pipe,3400,31
2026-03-14,600mm dia 2.5Mtr NP2 RCC Pipe,2900,26
2026-03-14,1000mm dia 2.5Mtr NP3 RCC Pipe,6900,6
2026-03-14,1200mm dia 2.5Mtr NP4 RCC Pipe,12400,6
2026-03-14,450mm dia 2.5Mtr NP3 RCC Pipe,2900,34
2026-03-14,900mm dia 2.5Mtr NP3 RCC Pipe,5900,20
2026-03-14,600mm dia 2.5Mtr NP4 RCC Pipe,4400,26
2026-03-14,450mm dia 2Mtr NP2 RCC Pipe,1500,55
2026-03-14,1200mm dia 2.5Mtr NP3 RCC Pipe,11900,5
2026-03-14,450mm dia 2.5Mtr NP4 RCC Pipe,3400,26
2026-03-14,600mm dia 2.5Mtr NP2 RCC Pipe,2900,21
2026-03-14,1000mm dia 2.5Mtr NP4 RCC Pipe,7400,7
2026-03-14,900mm dia 2.5Mtr NP4 RCC Pipe,6400,7
2026-03-14,450mm dia 2.5Mtr NP4 RCC Pipe,3400,29
2026-03-14,450mm dia 2.5Mtr NP3 RCC Pipe,2900,25
2026-03-14,225mm dia 2Mtr NP2 RCC Pipe,550,55
2026-03-14,300mm dia 2Mtr NP2 RCC Pipe,680,52
2026-03-14,900mm dia 2.5Mtr NP4 RCC Pipe,6400,7
2026-03-14,1200mm dia 2.5Mtr NP3 RCC Pipe,11900,6
2026-03-14,150mm dia 2Mtr NP2 RCC Pipe,500,74
2026-03-14,225mm dia 2Mtr NP2 RCC Pipe,550,75
2026-03-14,600mm dia 2.5Mtr NP4 RCC Pipe,4400,31
2026-03-14,450mm dia 2.5Mtr NP4 RCC Pipe,3400,21
2026-03-14,600mm dia 2.5Mtr NP4 RCC Pipe,4400,31
2026-03-14,450mm dia 2Mtr NP2 RCC Pipe,1500,70
2026-03-14,225mm dia 2Mtr NP2 RCC Pipe,550,87
2026-03-14,600mm dia 2Mtr NP2 RCC Pipe,1900,55
2026-03-14,1000mm dia 2.5Mtr NP4 RCC Pipe,7400,7
2026-03-14,150mm dia 2Mtr NP2 RCC Pipe,500,51
2026-03-14,225mm dia 2Mtr NP2 RCC Pipe,550,67
2026-03-14,1000mm dia 2.5Mtr NP4 RCC Pipe,7400,6
2026-03-14,600mm dia 2Mtr NP2 RCC Pipe,1900,84
2026-03-14,300mm dia 2Mtr NP2 RCC Pipe,680,76
2026-03-14,225mm dia 2Mtr NP2 RCC Pipe,550,83
2026-03-14,900mm dia 2.5Mtr NP3 RCC Pipe,5900,30
2026-03-14,900mm dia 2.5Mtr NP4 RCC Pipe,6400,7
2026-03-14,450mm dia 2.5Mtr NP4 RCC Pipe,3400,26
2026-03-14,150mm dia 2Mtr NP2 RCC Pipe,500,60
2026-03-14,450mm dia 2Mtr NP2 RCC Pipe,1500,80
2026-03-14,150mm dia 2Mtr NP2 RCC Pipe,500,54
2026-03-14,1000mm dia 2.5Mtr NP4 RCC Pipe,7400,5
2026-03-14,1200mm dia 2.5Mtr NP4 RCC Pipe,12400,8
2026-03-14,150mm dia 2Mtr NP2 RCC Pipe,500,69
2026-03-15,600mm dia 2.5Mtr NP4 RCC Pipe,4400,26
2026-03-15,600mm dia 2Mtr NP2 RCC Pipe,1900,56
2026-03-15,600mm dia 2.5Mtr NP2 RCC Pipe,2900,34
2026-03-15,1200mm dia 2.5Mtr NP4 RCC Pipe,12400,8
2026-03-15,1000mm dia 2.5Mtr NP4 RCC Pipe,7400,5
2026-03-15,225mm dia 2Mtr NP2 RCC Pipe,550,68
2026-03-15,600mm dia 2.5Mtr NP4 RCC Pipe,4400,20
2026-03-15,1200mm dia 2.5Mtr NP3 RCC Pipe,11900,7
2026-03-15,300mm dia 2Mtr NP2 RCC Pipe,680,73
2026-03-15,900mm dia 2.5Mtr NP3 RCC Pipe,5900,29
2026-03-15,150mm dia 2Mtr NP2 RCC Pipe,500,76
2026-03-15,1200mm dia 2.5Mtr NP3 RCC Pipe,11900,5
2026-03-15,150mm dia 2Mtr NP2 RCC Pipe,500,68
2026-03-15,1200mm dia 2.5Mtr NP4 RCC Pipe,12400,5
2026-03-15,900mm dia 2.5Mtr NP4 RCC Pipe,6400,5
2026-03-15,300mm dia 2Mtr NP2 RCC Pipe,680,87
2026-03-15,1000mm dia 2.5Mtr NP3 RCC Pipe,6900,6
2026-03-15,450mm dia 2Mtr NP2 RCC Pipe,1500,69
2026-03-15,1000mm dia 2.5Mtr NP3 RCC Pipe,6900,6
2026-03-15,600mm dia 2.5Mtr NP2 RCC Pipe,2900,24
2026-03-15,900mm dia 2.5Mtr NP3 RCC Pipe,5900,35
2026-03-15,1200mm dia 2.5Mtr NP4 RCC Pipe,12400,8
2026-03-15,900mm dia 2.5Mtr NP3 RCC Pipe,5900,20
2026-03-15,450mm dia 2.5Mtr NP4 RCC Pipe,3400,33
2026-03-15,450mm dia 2.5Mtr NP4 RCC Pipe,3400,30
2026-03-15,900mm dia 2.5Mtr NP4 RCC Pipe,6400,7
2026-03-15,600mm dia 2.5Mtr NP4 RCC Pipe,4400,33
2026-03-15,450mm dia 2Mtr NP2 RCC Pipe,1500,87
2026-03-15,600mm dia 2.5Mtr NP2 RCC Pipe,2900,28
2026-03-15,150mm dia 2Mtr NP2 RCC Pipe,500,83
2026-03-15,1000mm dia 2.5Mtr NP4 RCC Pipe,7400,5
2026-03-15,225mm dia 2Mtr NP2 RCC Pipe,550,53
2026-03-15,450mm dia 2Mtr NP2 RCC Pipe,1500,79
2026-03-15,450mm dia 2.5Mtr NP4 RCC Pipe,3400,25
2026-03-15,600mm dia 2.5Mtr NP2 RCC Pipe,2900,30
2026-03-15,600mm dia 2.5Mtr NP4 RCC Pipe,4400,35
2026-03-15,1000mm dia 2.5Mtr NP4 RCC Pipe,7400,7
2026-03-15,1200mm dia 2.5Mtr NP3 RCC Pipe,11900,5
2026-03-15,450mm dia 2Mtr NP2 RCC Pipe,1500,76
2026-03-15,450mm dia 2.5Mtr NP2 RCC Pipe,1900,86
2026-03-15,600mm dia 2.5Mtr NP2 RCC Pipe,2900,31
2026-03-15,450mm dia 2.5Mtr NP4 RCC Pipe,3400,22
2026-03-15,450mm dia 2.5Mtr NP3 RCC Pipe,2900,32
2026-03-15,600mm dia 2.5Mtr NP4 RCC Pipe,4400,28
2026-03-15,600mm dia 2Mtr NP2 RCC Pipe,1900,79
2026-03-15,1200mm dia 2.5Mtr NP4 RCC Pipe,12400,6
2026-03-15,1200mm dia 2.5Mtr NP4 RCC Pipe,12400,6
2026-03-15,1200mm dia 2.5Mtr NP3 RCC Pipe,11900,6
2026-03-15,600mm dia 2.5Mtr NP2 RCC Pipe,2900,22
2026-03-15,600mm dia 2.5Mtr NP4 RCC Pipe,4400,24
2026-03-15,1000mm dia 2.5Mtr NP3 RCC Pipe,6900,6
2026-03-15,900mm dia 2.5Mtr NP4 RCC Pipe,6400,5
2026-03-15,600mm dia 2.5Mtr NP2 RCC Pipe,2900,22
2026-03-15,900mm dia 2.5Mtr NP4 RCC Pipe,6400,8
2026-03-15,1000mm dia 2.5Mtr NP3 RCC Pipe,6900,9
2026-03-15,1000mm dia 2.5Mtr NP3 RCC Pipe,6900,7
2026-03-15,1000mm dia 2.5Mtr NP3 RCC Pipe,6900,8
2026-03-15,600mm dia 2Mtr NP2 RCC Pipe,1900,79
2026-03-15,225mm dia 2Mtr NP2 RCC Pipe,550,58
2026-03-15,450mm dia 2.5Mtr NP3 RCC Pipe,2900,19
2026-03-15,1200mm dia 2.5Mtr NP4 RCC Pipe,12400,6
2026-03-15,1000mm dia 2.5Mtr NP4 RCC Pipe,7400,7
2026-03-15,1200mm dia 2.5Mtr NP4 RCC Pipe,12400,6
2026-03-15,300mm dia 2Mtr NP2 RCC Pipe,680,84
2026-03-15,300mm dia 2Mtr NP2 RCC Pipe,680,87
2026-03-15,900mm dia 2.5Mtr NP3 RCC Pipe,5900,35
2026-03-15,1000mm dia 2.5Mtr NP4 RCC Pipe,7400,6
2026-03-15,1000mm dia 2.5Mtr NP4 RCC Pipe,7400,8
2026-03-15,1000mm dia 2.5Mtr NP3 RCC Pipe,6900,8
2026-03-15,225mm dia 2Mtr NP2 RCC Pipe,550,52
2026-03-15,450mm dia 2.5Mtr NP3 RCC Pipe,2900,28
2026-03-15,1200mm dia 2.5Mtr NP3 RCC Pipe,11900,8
2026-03-15,450mm dia 2.5Mtr NP3 RCC Pipe,2900,29
2026-03-15,150mm dia 2Mtr NP2 RCC Pipe,500,48
2026-03-15,900mm dia 2.5Mtr NP4 RCC Pipe,6400,7
2026-03-15,150mm dia 2Mtr NP2 RCC Pipe,500,79
2026-03-15,450mm dia 2.5Mtr NP3 RCC Pipe,2900,29
2026-03-15,450mm dia 2.5Mtr NP3 RCC Pipe,2900,19
2026-03-15,225mm dia 2Mtr NP2 RCC Pipe,550,76
2026-03-15,1000mm dia 2.5Mtr NP3 RCC Pipe,6900,9
2026-03-15,300mm dia 2Mtr NP2 RCC Pipe,680,66
2026-03-15,1000mm dia 2.5Mtr NP3 RCC Pipe,6900,7
2026-03-15,900mm dia 2.5Mtr NP3 RCC Pipe,5900,23
2026-03-15,1200mm dia 2.5Mtr NP3 RCC Pipe,11900,8
2026-03-15,1000mm dia 2.5Mtr NP4 RCC Pipe,7400,6
2026-03-15,225mm dia 2Mtr NP2 RCC Pipe,550,82
2026-03-15,1000mm dia 2.5Mtr NP3 RCC Pipe,6900,8
2026-03-15,450mm dia 2Mtr NP2 RCC Pipe,1500,54
2026-03-15,600mm dia 2.5Mtr NP2 RCC Pipe,2900,21
2026-03-15,900mm dia 2.5Mtr NP3 RCC Pipe,5900,21
2026-03-15,150mm dia 2Mtr NP2 RCC Pipe,500,86
2026-03-15,150mm dia 2Mtr NP2 RCC Pipe,500,70
2026-03-15,225mm dia 2Mtr NP2 RCC Pipe,550,72
2026-03-15,450mm dia 2.5Mtr NP3 RCC Pipe,2900,20
2026-03-15,1200mm dia 2.5Mtr NP4 RCC Pipe,12400,5
2026-03-15,900mm dia 2.5Mtr NP3 RCC Pipe,5900,24
2026-03-15,450mm dia 2.5Mtr NP4 RCC Pipe,3400,26
2026-03-15,450mm dia 2Mtr NP2 RCC Pipe,1500,84
2026-03-15,450mm dia 2.5Mtr NP4 RCC Pipe,3400,32
2026-03-15,1200mm dia 2.5Mtr NP3 RCC Pipe,11900,5
2026-03-15,1000mm dia 2.5Mtr NP3 RCC Pipe,6900,7
2026-03-15,600mm dia 2.5Mtr NP4 RCC Pipe,4400,26
2026-03-15,600mm dia 2.5Mtr NP2 RCC Pipe,2900,34
2026-03-15,300mm dia 2Mtr NP2 RCC Pipe,680,79
2026-03-15,450mm dia 2.5Mtr NP2 RCC Pipe,1900,56
2026-03-15,450mm dia 2.5Mtr NP3 RCC Pipe,2900,19
2026-03-15,450mm dia 2.5Mtr NP4 RCC Pipe,3400,33
2026-03-15,1200mm dia 2.5Mtr NP3 RCC Pipe,11900,6
2026-03-15,1200mm dia 2.5Mtr NP4 RCC Pipe,12400,7
2026-03-15,225mm dia 2Mtr NP2 RCC Pipe,550,87
2026-03-15,1200mm dia 2.5Mtr NP3 RCC Pipe,11900,5
2026-03-15,1000mm dia 2.5Mtr NP4 RCC Pipe,7400,6
2026-03-15,225mm dia 2Mtr NP2 RCC Pipe,550,77
2026-03-15,450mm dia 2.5Mtr NP2 RCC Pipe,1900,57
2026-03-15,900mm dia 2.5Mtr NP3 RCC Pipe,5900,22
2026-03-15,900mm dia 2.5Mtr NP4 RCC Pipe,6400,6
2026-03-15,1000mm dia 2.5Mtr NP3 RCC Pipe,6900,7
2026-03-15,900mm dia 2.5Mtr NP4 RCC Pipe,6400,5
2026-03-15,450mm dia 2.5Mtr NP3 RCC Pipe,2900,29
2026-03-15,225mm dia 2Mtr NP2 RCC Pipe,550,75
2026-03-15,150mm dia 2Mtr NP2 RCC Pipe,500,80
2026-03-15,450mm dia 2.5Mtr NP3 RCC Pipe,2900,22
2026-03-15,900mm dia 2.5Mtr NP4 RCC Pipe,6400,6
2026-03-15,600mm dia 2Mtr NP2 RCC Pipe,1900,79
2026-03-15,1000mm dia 2.5Mtr NP3 RCC Pipe,6900,8
2026-03-15,1000mm dia 2.5Mtr NP3 RCC Pipe,6900,7
2026-03-15,450mm dia 2.5Mtr NP2 RCC Pipe,1900,58
2026-03-15,1200mm dia 2.5Mtr NP3 RCC Pipe,11900,6
2026-03-15,600mm dia 2Mtr NP2 RCC Pipe,1900,78
2026-03-15,450mm dia 2Mtr NP2 RCC Pipe,1500,81
2026-03-15,450mm dia 2.5Mtr NP3 RCC Pipe,2900,20
2026-03-15,900mm dia 2.5Mtr NP4 RCC Pipe,6400,7
2026-03-15,600mm dia 2Mtr NP2 RCC Pipe,1900,54
2026-03-15,1200mm dia 2.5Mtr NP4 RCC Pipe,12400,5
2026-03-15,1200mm dia 2.5Mtr NP4 RCC Pipe,12400,5
2026-03-15,600mm dia 2Mtr NP2 RCC Pipe,1900,81
2026-03-15,450mm dia 2Mtr NP2 RCC Pipe,1500,61
2026-03-15,1000mm dia 2.5Mtr NP3 RCC Pipe,6900,9
2026-03-15,1200mm dia 2.5Mtr NP4 RCC Pipe,12400,6
2026-03-15,450mm dia 2.5Mtr NP4 RCC Pipe,3400,35
2026-03-15,600mm dia 2Mtr NP2 RCC Pipe,1900,53
2026-03-15,150mm dia 2Mtr NP2 RCC Pipe,500,55
2026-03-15,1200mm dia 2.5Mtr NP4 RCC Pipe,12400,8
2026-03-15,450mm dia 2.5Mtr NP4 RCC Pipe,3400,33
2026-03-15,1200mm dia 2.5Mtr NP4 RCC Pipe,12400,7
2026-03-15,600mm dia 2Mtr NP2 RCC Pipe,1900,78
2026-03-15,150mm dia 2Mtr NP2 RCC Pipe,500,75
2026-03-15,1000mm dia 2.5Mtr NP4 RCC Pipe,7400,6
2026-03-15,450mm dia 2Mtr NP2 RCC Pipe,1500,81
2026-03-15,150mm dia 2Mtr NP2 RCC Pipe,500,82
2026-03-15,450mm dia 2.5Mtr NP2 RCC Pipe,1900,48
2026-03-15,450mm dia 2Mtr NP2 RCC Pipe,1500,66
2026-03-15,900mm dia 2.5Mtr NP3 RCC Pipe,5900,30
2026-03-15,600mm dia 2.5Mtr NP2 RCC Pipe,2900,19
2026-03-15,450mm dia 2Mtr NP2 RCC Pipe,1500,70
2026-03-15,450mm dia 2.5Mtr NP2 RCC Pipe,1900,63
2026-03-15,450mm dia 2.5Mtr NP4 RCC Pipe,3400,35
2026-03-15,300mm dia 2Mtr NP2 RCC Pipe,680,54
2026-03-15,600mm dia 2.5Mtr NP2 RCC Pipe,2900,19
2026-03-15,600mm dia 2.5Mtr NP2 RCC Pipe,2900,21
2026-03-15,600mm dia 2.5Mtr NP4 RCC Pipe,4400,32
2026-03-15,225mm dia 2Mtr NP2 RCC Pipe,550,49
2026-03-15,1200mm dia 2.5Mtr NP4 RCC Pipe,12400,5
2026-03-15,450mm dia 2.5Mtr NP2 RCC Pipe,1900,83
